week_start,month,plant_id,production_t,energy_mwh
2025-01-06,2025-01,P2,2726.74,1323.12
2025-01-13,2025-01,P2,2732.88,1294.3
2025-01-20,2025-01,P2,3017.87,1472.4
2025-01-27,2025-01,P2,2853.18,1379.44
2025-02-03,2025-02,P2,2813.08,1340.2
2025-02-10,2025-02,P2,2847.31,1324.94
2025-02-17,2025-02,P2,2689.49,1310.53
2025-02-24,2025-02,P2,2928.44,1441.21
2025-03-03,2025-03,P2,2318.83,1091.96
2025-03-10,2025-03,P2,2588.79,1216.48
2025-03-17,2025-03,P2,2561.19,1200.67
2025-03-24,2025-03,P2,2357.77,1084.35
2025-03-31,2025-03,P2,2610.5,1201.32
2025-04-07,2025-04,P2,2974.34,1370.03
2025-04-14,2025-04,P2,2868.41,1320.74
2025-04-21,2025-04,P2,2870.08,1322.68
2025-04-28,2025-04,P2,3074.3,1364.82
2025-05-05,2025-05,P2,3156.81,1462.37
2025-05-12,2025-05,P2,2837.02,1260.35
2025-05-19,2025-05,P2,2936.58,1313.82
2025-05-26,2025-05,P2,2943.56,1302.68
2025-06-02,2025-06,P2,2353.55,1038.33
2025-06-09,2025-06,P2,2459.63,1055.21
2025-06-16,2025-06,P2,2378.76,1043.63
2025-06-23,2025-06,P2,2379.46,1046.28
2025-06-30,2025-06,P2,2256.86,985.64
2025-07-07,2025-07,P2,2680.25,1111.28
2025-07-14,2025-07,P2,2667.72,1169.66
2025-07-21,2025-07,P2,2714.2,1166.35
2025-07-28,2025-07,P2,2515.29,1096.7
2025-08-04,2025-08,P2,2956.69,1254.51
2025-08-11,2025-08,P2,3153.38,1342.45
2025-08-18,2025-08,P2,3126.35,1311.02
2025-08-25,2025-08,P2,3216.96,1420.43
2025-09-01,2025-09,P2,2564.34,1121.19
2025-09-08,2025-09,P2,2585.58,1171.39
2025-09-15,2025-09,P2,2608.31,1171.5
2025-09-22,2025-09,P2,2604.43,1205.47
2025-09-29,2025-09,P2,2475.82,1119.77
2025-10-06,2025-10,P2,3596.97,1648.75
2025-10-13,2025-10,P2,3201.4,1444.51
2025-10-20,2025-10,P2,3138.55,1411.44
2025-10-27,2025-10,P2,3438.19,1549.58
2025-11-03,2025-11,P2,3366.46,1599.19
2025-11-10,2025-11,P2,3141.44,1469.41
2025-11-17,2025-11,P2,3250.63,1557.07
2025-11-24,2025-11,P2,3295.47,1568.81
2025-12-01,2025-12,P2,2429.12,1140.44
2025-12-08,2025-12,P2,2418.8,1167.71
2025-12-15,2025-12,P2,2449.22,1163.76
2025-12-22,2025-12,P2,2420.34,1189.74
2025-12-29,2025-12,P2,2366.52,1140.91
2024-01-01,2024-01,P3,1871.73,885.53
2024-01-08,2024-01,P3,1973.94,950.45
2024-01-15,2024-01,P3,1941.72,918.81
2024-01-22,2024-01,P3,1803.16,853.84
2024-01-29,2024-01,P3,1923.52,911.96
2024-02-05,2024-02,P3,2438.72,1138.69
2024-02-12,2024-02,P3,2302.12,1095.93
2024-02-19,2024-02,P3,2158.93,995.72
2024-02-26,2024-02,P3,2222.42,1043.94
2024-03-04,2024-03,P3,2507.75,1185.35
2024-03-11,2024-03,P3,2660.53,1226.0
2024-03-18,2024-03,P3,2579.17,1209.02
2024-03-25,2024-03,P3,2525.95,1166.99
2024-04-01,2024-04,P3,2118.91,959.44
2024-04-08,2024-04,P3,2057.15,956.53
2024-04-15,2024-04,P3,2044.48,884.89
2024-04-22,2024-04,P3,1951.99,888.32
2024-04-29,2024-04,P3,1943.03,870.41
2024-05-06,2024-05,P3,2454.61,1076.46
2024-05-13,2024-05,P3,2607.39,1131.55
2024-05-20,2024-05,P3,2518.46,1122.1
2024-05-27,2024-05,P3,2473.17,1061.06
2024-06-03,2024-06,P3,2301.47,984.56
2024-06-10,2024-06,P3,2422.19,1016.98
2024-06-17,2024-06,P3,2388.53,1023.02
2024-06-24,2024-06,P3,2336.65,1020.08
2024-07-01,2024-07,P3,1680.01,706.95
2024-07-08,2024-07,P3,1696.78,735.36
2024-07-15,2024-07,P3,1620.31,660.1
2024-07-22,2024-07,P3,1620.77,698.89
2024-07-29,2024-07,P3,1624.47,690.29
2024-08-05,2024-08,P3,2254.47,944.33
2024-08-12,2024-08,P3,2328.56,977.54
2024-08-19,2024-08,P3,2360.47,1007.16
2024-08-26,2024-08,P3,2149.78,899.16
2024-09-02,2024-09,P3,1982.0,848.42
2024-09-09,2024-09,P3,1942.75,822.57
2024-09-16,2024-09,P3,2088.7,938.77
2024-09-23,2024-09,P3,1979.1,857.58
2024-09-30,2024-09,P3,1968.09,881.65
2024-10-07,2024-10,P3,2602.2,1167.16
2024-10-14,2024-10,P3,2788.78,1239.53
2024-10-21,2024-10,P3,2664.49,1202.97
2024-10-28,2024-10,P3,2521.79,1158.08
2024-11-04,2024-11,P3,2892.79,1334.34
2024-11-11,2024-11,P3,2630.28,1220.88
2024-11-18,2024-11,P3,2762.85,1264.28
2024-11-25,2024-11,P3,2707.7,1300.58
2024-12-02,2024-12,P3,1996.26,934.92
2024-12-09,2024-12,P3,2074.06,973.76
2024-12-16,2024-12,P3,2066.56,948.01
2024-12-23,2024-12,P3,2009.66,962.46
2024-12-30,2024-12,P3,2037.46,946.81
2025-01-06,2025-01,P3,2308.9,1108.68
2025-01-13,2025-01,P3,2546.92,1218.33
2025-01-20,2025-01,P3,2425.95,1136.63
2025-01-27,2025-01,P3,2579.93,1267.74
2025-02-03,2025-02,P3,2512.95,1182.54
2025-02-10,2025-02,P3,2580.91,1249.08
2025-02-17,2025-02,P3,2360.54,1128.6
2025-02-24,2025-02,P3,2466.33,1193.26
2025-03-03,2025-03,P3,2271.55,1074.6
2025-03-10,2025-03,P3,2100.61,974.94
2025-03-17,2025-03,P3,2169.25,1002.13
2025-03-24,2025-03,P3,2144.95,1003.28
2025-03-31,2025-03,P3,2157.85,1018.39
2025-04-07,2025-04,P3,2546.4,1152.75
2025-04-14,2025-04,P3,2411.35,1131.65
2025-04-21,2025-04,P3,2517.15,1207.84
2025-04-28,2025-04,P3,2754.26,1318.43
2025-05-05,2025-05,P3,2697.29,1307.03
2025-05-12,2025-05,P3,2678.15,1353.99
2025-05-19,2025-05,P3,2866.96,1488.81
2025-05-26,2025-05,P3,2538.22,1260.71
2025-06-02,2025-06,P3,2151.57,1136.23
2025-06-09,2025-06,P3,1991.85,993.7
2025-06-16,2025-06,P3,2076.68,1026.35
2025-06-23,2025-06,P3,2181.04,1054.73
2025-06-30,2025-06,P3,2119.33,1039.85
2025-07-07,2025-07,P3,2237.96,1094.55
2025-07-14,2025-07,P3,2223.12,1106.28
2025-07-21,2025-07,P3,2064.24,1016.03
2025-07-28,2025-07,P3,2254.65,1110.96
2025-08-04,2025-08,P3,2514.13,1274.89
2025-08-11,2025-08,P3,2553.4,1279.2
2025-08-18,2025-08,P3,2629.11,1299.22
2025-08-25,2025-08,P3,2459.88,1245.19
2025-09-01,2025-09,P3,1997.13,978.48
2025-09-08,2025-09,P3,2222.74,1103.75
2025-09-15,2025-09,P3,2082.57,1069.87
2025-09-22,2025-09,P3,2167.82,1096.68
2025-09-29,2025-09,P3,2150.05,1104.87
2025-10-06,2025-10,P3,2798.99,1441.04
2025-10-13,2025-10,P3,2788.58,1476.18
2025-10-20,2025-10,P3,3091.87,1595.36
2025-10-27,2025-10,P3,2871.01,1477.69
2025-11-03,2025-11,P3,2730.65,1432.33
2025-11-10,2025-11,P3,2663.49,1418.56
2025-11-17,2025-11,P3,2681.43,1473.85
2025-11-24,2025-11,P3,2870.42,1537.59
2025-12-01,2025-12,P3,2206.29,1249.83
2025-12-08,2025-12,P3,2049.34,1114.27
2025-12-15,2025-12,P3,2013.97,1130.67
2025-12-22,2025-12,P3,2109.42,1164.22
2025-12-29,2025-12,P3,2215.66,1218.27
2024-01-01,2024-01,P4,943.74,467.75
2024-01-08,2024-01,P4,946.64,453.75
2024-01-15,2024-01,P4,965.33,478.86
2024-01-22,2024-01,P4,976.23,486.93
2024-01-29,2024-01,P4,953.39,478.54
2024-02-05,2024-02,P4,1137.5,557.21
2024-02-12,2024-02,P4,1179.13,582.91
2024-02-19,2024-02,P4,1174.55,595.9
2024-02-26,2024-02,P4,1147.36,566.99
2024-03-04,2024-03,P4,1226.49,596.2
2024-03-11,2024-03,P4,1245.88,605.14
2024-03-18,2024-03,P4,1297.12,634.78
2024-03-25,2024-03,P4,1258.13,618.59
2024-04-01,2024-04,P4,1027.48,486.23
2024-04-08,2024-04,P4,957.46,455.11
2024-04-15,2024-04,P4,981.27,455.86
2024-04-22,2024-04,P4,1000.06,470.43
2024-04-29,2024-04,P4,948.73,436.94
2024-05-06,2024-05,P4,1322.43,595.56
2024-05-13,2024-05,P4,1326.27,602.43
2024-05-20,2024-05,P4,1303.59,610.12
2024-05-27,2024-05,P4,1291.93,583.62
2024-06-03,2024-06,P4,1284.9,578.16
2024-06-10,2024-06,P4,1338.04,594.86
2024-06-17,2024-06,P4,1193.29,527.69
2024-06-24,2024-06,P4,1218.38,547.39
2024-07-01,2024-07,P4,806.22,356.45
2024-07-08,2024-07,P4,784.12,354.93
2024-07-15,2024-07,P4,845.32,378.88
2024-07-22,2024-07,P4,837.81,385.06
2024-07-29,2024-07,P4,805.17,354.22
2024-08-05,2024-08,P4,1168.53,515.0
2024-08-12,2024-08,P4,1122.88,502.77
2024-08-19,2024-08,P4,1107.1,477.2
2024-08-26,2024-08,P4,1177.91,532.81
2024-09-02,2024-09,P4,1058.5,476.96
2024-09-09,2024-09,P4,1115.05,498.38
2024-09-16,2024-09,P4,1068.63,490.75
2024-09-23,2024-09,P4,1038.14,462.93
2024-09-30,2024-09,P4,1034.71,482.7
2024-10-07,2024-10,P4,1266.83,588.14
2024-10-14,2024-10,P4,1215.28,564.35
2024-10-21,2024-10,P4,1318.21,621.43
2024-10-28,2024-10,P4,1216.94,572.68
2024-11-04,2024-11,P4,1356.03,658.62
2024-11-11,2024-11,P4,1218.46,588.44
2024-11-18,2024-11,P4,1319.8,647.8
2024-11-25,2024-11,P4,1348.36,657.19
2024-12-02,2024-12,P4,969.55,463.98
2024-12-09,2024-12,P4,985.3,484.11
2024-12-16,2024-12,P4,1003.85,508.24
2024-12-23,2024-12,P4,1041.85,521.85
2024-12-30,2024-12,P4,958.4,462.2
2025-01-06,2025-01,P4,1342.41,655.23
2025-01-13,2025-01,P4,1249.18,620.6
2025-01-20,2025-01,P4,1200.4,602.34
2025-01-27,2025-01,P4,1272.52,634.23
2025-02-03,2025-02,P4,1293.99,646.97
2025-02-10,2025-02,P4,1308.85,635.44
2025-02-17,2025-02,P4,1257.13,615.83
2025-02-24,2025-02,P4,1274.29,639.05
2025-03-03,2025-03,P4,1039.02,517.14
2025-03-10,2025-03,P4,1118.22,550.07
2025-03-17,2025-03,P4,1122.95,554.32
2025-03-24,2025-03,P4,1095.48,539.11
2025-03-31,2025-03,P4,1142.39,544.54
2025-04-07,2025-04,P4,1344.8,650.73
2025-04-14,2025-04,P4,1346.19,638.8
2025-04-21,2025-04,P4,1318.74,602.57
2025-04-28,2025-04,P4,1290.03,611.1
2025-05-05,2025-05,P4,1346.11,627.44
2025-05-12,2025-05,P4,1377.33,644.55
2025-05-19,2025-05,P4,1281.37,583.61
2025-05-26,2025-05,P4,1241.64,552.03
2025-06-02,2025-06,P4,1011.96,444.05
2025-06-09,2025-06,P4,988.29,455.36
2025-06-16,2025-06,P4,975.56,438.6
2025-06-23,2025-06,P4,1024.87,453.35
2025-06-30,2025-06,P4,1037.03,460.15
2025-07-07,2025-07,P4,1082.42,478.15
2025-07-14,2025-07,P4,1117.38,492.21
2025-07-21,2025-07,P4,1180.85,532.81
2025-07-28,2025-07,P4,1143.46,507.27
2025-08-04,2025-08,P4,1336.27,603.58
2025-08-11,2025-08,P4,1302.16,560.82
2025-08-18,2025-08,P4,1317.72,577.43
2025-08-25,2025-08,P4,1316.5,589.09
2025-09-01,2025-09,P4,1053.05,469.16
2025-09-08,2025-09,P4,1069.24,488.67
2025-09-15,2025-09,P4,1206.5,535.34
2025-09-22,2025-09,P4,1103.72,504.38
2025-09-29,2025-09,P4,1108.31,511.38
2025-10-06,2025-10,P4,1496.1,682.84
2025-10-13,2025-10,P4,1473.8,728.15
2025-10-20,2025-10,P4,1445.42,678.48
2025-10-27,2025-10,P4,1381.19,656.48
2025-11-03,2025-11,P4,1349.06,636.08
2025-11-10,2025-11,P4,1451.04,703.6
2025-11-17,2025-11,P4,1427.32,680.81
2025-11-24,2025-11,P4,1360.25,654.3
2025-12-01,2025-12,P4,1055.2,515.89
2025-12-08,2025-12,P4,1097.45,556.17
2025-12-15,2025-12,P4,1110.67,555.13
2025-12-22,2025-12,P4,1129.41,580.39
2025-12-29,2025-12,P4,1037.42,495.04
2024-01-01,2024-01,P5,372.36,188.14
2024-01-08,2024-01,P5,383.72,190.61
2024-01-15,2024-01,P5,418.28,213.06
2024-01-22,2024-01,P5,381.01,189.02
2024-01-29,2024-01,P5,407.59,208.37
2024-02-05,2024-02,P5,497.12,250.47
2024-02-12,2024-02,P5,502.21,254.8
2024-02-19,2024-02,P5,526.0,261.37
2024-02-26,2024-02,P5,498.6,254.24
2024-03-04,2024-03,P5,517.92,261.74
2024-03-11,2024-03,P5,553.14,276.67
2024-03-18,2024-03,P5,557.36,285.13
2024-03-25,2024-03,P5,542.46,263.83
2024-04-01,2024-04,P5,421.26,207.66
2024-04-08,2024-04,P5,434.68,204.54
2024-04-15,2024-04,P5,423.89,201.03
2024-04-22,2024-04,P5,426.74,208.85
2024-04-29,2024-04,P5,414.79,198.19
2024-05-06,2024-05,P5,512.01,241.69
2024-05-13,2024-05,P5,507.71,235.8
2024-05-20,2024-05,P5,541.01,253.77
2024-05-27,2024-05,P5,513.76,234.97
2024-06-03,2024-06,P5,537.71,244.7
2024-06-10,2024-06,P5,489.57,230.02
2024-06-17,2024-06,P5,537.64,242.49
2024-06-24,2024-06,P5,485.6,218.54
2024-07-01,2024-07,P5,349.94,159.16
2024-07-08,2024-07,P5,339.91,152.72
2024-07-15,2024-07,P5,352.84,159.04
2024-07-22,2024-07,P5,357.27,158.65
2024-07-29,2024-07,P5,347.44,158.44
2024-08-05,2024-08,P5,512.9,227.99
2024-08-12,2024-08,P5,518.48,240.49
2024-08-19,2024-08,P5,498.21,231.21
2024-08-26,2024-08,P5,484.99,221.91
2024-09-02,2024-09,P5,449.84,202.27
2024-09-09,2024-09,P5,465.08,212.17
2024-09-16,2024-09,P5,454.38,208.05
2024-09-23,2024-09,P5,418.37,198.88
2024-09-30,2024-09,P5,482.93,232.72
2024-10-07,2024-10,P5,578.57,272.34
2024-10-14,2024-10,P5,557.22,270.48
2024-10-21,2024-10,P5,536.17,265.87
2024-10-28,2024-10,P5,551.93,259.64
2024-11-04,2024-11,P5,581.07,290.12
2024-11-11,2024-11,P5,572.39,285.07
2024-11-18,2024-11,P5,599.22,298.47
2024-11-25,2024-11,P5,572.06,287.7
2024-12-02,2024-12,P5,455.46,231.87
2024-12-09,2024-12,P5,463.53,232.54
2024-12-16,2024-12,P5,443.16,215.39
2024-12-23,2024-12,P5,437.82,222.79
2024-12-30,2024-12,P5,435.82,226.45
2025-01-06,2025-01,P5,492.07,248.03
2025-01-13,2025-01,P5,495.5,248.37
2025-01-20,2025-01,P5,500.93,251.24
2025-01-27,2025-01,P5,476.41,249.61
2025-02-03,2025-02,P5,460.57,235.88
2025-02-10,2025-02,P5,470.75,241.07
2025-02-17,2025-02,P5,479.45,243.76
2025-02-24,2025-02,P5,479.29,245.9
2025-03-03,2025-03,P5,429.42,216.58
2025-03-10,2025-03,P5,421.4,207.37
2025-03-17,2025-03,P5,440.77,217.43
2025-03-24,2025-03,P5,446.79,223.38
2025-03-31,2025-03,P5,421.23,199.45
2025-04-07,2025-04,P5,499.79,233.8
2025-04-14,2025-04,P5,550.63,265.45
2025-04-21,2025-04,P5,537.07,252.58
2025-04-28,2025-04,P5,499.01,231.16
2025-05-05,2025-05,P5,525.68,252.75
2025-05-12,2025-05,P5,512.47,237.75
2025-05-19,2025-05,P5,487.4,230.39
2025-05-26,2025-05,P5,541.23,249.1
2025-06-02,2025-06,P5,399.23,182.77
2025-06-09,2025-06,P5,392.64,184.25
2025-06-16,2025-06,P5,390.52,177.65
2025-06-23,2025-06,P5,418.63,186.13
2025-06-30,2025-06,P5,412.4,187.03
2025-07-07,2025-07,P5,474.03,209.08
2025-07-14,2025-07,P5,461.14,210.11
2025-07-21,2025-07,P5,466.89,207.09
2025-07-28,2025-07,P5,495.11,221.01
2025-08-04,2025-08,P5,550.98,248.91
2025-08-11,2025-08,P5,519.92,243.01
2025-08-18,2025-08,P5,522.09,230.67
2025-08-25,2025-08,P5,494.64,225.14
2025-09-01,2025-09,P5,439.52,203.04
2025-09-08,2025-09,P5,439.76,206.23
2025-09-15,2025-09,P5,437.84,202.21
2025-09-22,2025-09,P5,446.95,216.11
2025-09-29,2025-09,P5,434.6,205.8
2025-10-06,2025-10,P5,550.78,258.36
2025-10-13,2025-10,P5,597.18,283.29
2025-10-20,2025-10,P5,605.53,288.06
2025-10-27,2025-10,P5,599.96,292.01
2025-11-03,2025-11,P5,571.78,277.55
2025-11-10,2025-11,P5,549.25,266.88
2025-11-17,2025-11,P5,581.53,293.36
2025-11-24,2025-11,P5,570.15,283.12
2025-12-01,2025-12,P5,444.9,222.96
2025-12-08,2025-12,P5,442.02,229.47
2025-12-15,2025-12,P5,423.91,208.44
2025-12-22,2025-12,P5,475.21,237.27
2025-12-29,2025-12,P5,497.15,252.98
