week_start,plant_id,production_t,energy_mwh,intensity,baseline,dev,dev_4w,breach
2025-03-03,P1,2587.32,1201.1,0.46423,0.46548,-0.00269,-0.02141,False
2025-03-10,P1,2744.92,1220.61,0.44468,0.46485,-0.04339,-0.0232,False
2025-03-17,P1,2776.8,1233.85,0.44434,0.46314,-0.04058,-0.02803,False
2025-03-24,P1,2916.02,1327.47,0.45523,0.45921,-0.00867,-0.02384,False
2025-03-31,P1,3005.26,1336.89,0.44485,0.45313,-0.01828,-0.02773,False
2025-04-07,P1,3560.72,1592.89,0.44735,0.45055,-0.0071,-0.01866,False
2025-04-14,P1,3632.63,1610.48,0.44334,0.44295,0.00087,-0.00829,False
2025-04-21,P1,3589.91,1547.36,0.43103,0.43648,-0.01248,-0.00925,False
2025-04-28,P1,3443.7,1502.25,0.43623,0.43313,0.00715,-0.00289,False
2025-05-05,P1,3580.27,1561.99,0.43628,0.43315,0.00723,0.00069,False
2025-05-12,P1,3302.79,1400.95,0.42417,0.42936,-0.01208,-0.00255,False
2025-05-19,P1,3480.99,1489.89,0.42801,0.4285,-0.00116,0.00029,False
2025-05-26,P1,3344.5,1414.79,0.42302,0.42889,-0.0137,-0.00493,False
2025-06-02,P1,2677.42,1126.85,0.42087,0.42783,-0.01626,-0.0108,False
2025-06-09,P1,2744.22,1171.29,0.42682,0.42435,0.00583,-0.00632,False
2025-06-16,P1,2669.27,1085.87,0.4068,0.42116,-0.03408,-0.01455,False
2025-06-23,P1,2709.52,1114.62,0.41137,0.4184,-0.01679,-0.01533,False
2025-06-30,P1,2744.08,1111.49,0.40505,0.41955,-0.03456,-0.0199,False
2025-07-07,P1,2876.81,1238.32,0.43045,0.4175,0.03101,-0.01361,False
2025-07-14,P1,2889.79,1189.8,0.41173,0.41691,-0.01244,-0.0082,False
2025-07-21,P1,2980.53,1251.34,0.41984,0.41808,0.00421,-0.00294,False
2025-07-28,P1,3099.74,1279.62,0.41282,0.41894,-0.01462,0.00204,False
2025-08-04,P1,3315.82,1304.67,0.39347,0.41779,-0.05821,-0.02027,False
2025-08-11,P1,3272.62,1364.02,0.4168,0.41926,-0.00586,-0.01862,False
2025-08-18,P1,3257.9,1347.45,0.41359,0.41959,-0.0143,-0.02325,False
2025-08-25,P1,3131.68,1316.85,0.42049,0.42192,-0.00337,-0.02044,False
2025-09-01,P1,3036.4,1261.31,0.4154,0.42349,-0.01911,-0.01066,False
2025-09-08,P1,2930.38,1211.56,0.41345,0.42402,-0.02493,-0.01543,False
2025-09-15,P1,2948.21,1277.32,0.43325,0.42444,0.02075,-0.00666,False
2025-09-22,P1,2993.29,1258.5,0.42044,0.42598,-0.01301,-0.00907,False
2025-09-29,P1,2923.05,1248.06,0.42697,0.42805,-0.00251,-0.00492,False
2025-10-06,P1,3481.27,1593.05,0.45761,0.42819,0.06871,0.01848,False
2025-10-13,P1,3328.37,1449.52,0.4355,0.4325,0.00694,0.01503,False
2025-10-20,P1,3679.24,1629.94,0.44301,0.43665,0.01457,0.02192,False
2025-10-27,P1,3712.74,1640.73,0.44192,0.44226,-0.00078,0.02236,False
2025-11-03,P1,3672.99,1630.32,0.44387,0.4439,-7e-05,0.00516,False
2025-11-10,P1,3702.25,1665.2,0.44978,0.45045,-0.0015,0.00306,False
2025-11-17,P1,3745.41,1718.29,0.45877,0.45506,0.00816,0.00145,False
2025-11-24,P1,3773.3,1727.9,0.45793,0.45893,-0.00218,0.00111,False
2025-12-01,P1,2947.39,1388.02,0.47093,0.46034,0.023,0.00687,False
2025-12-08,P1,2879.2,1325.83,0.46049,0.46268,-0.00475,0.00606,False
2025-12-15,P1,2855.68,1344.53,0.47083,0.46198,0.01915,0.00881,False
2025-12-22,P1,2824.56,1285.22,0.45502,0.46282,-0.01687,0.00513,False
2025-12-29,P1,2911.98,1362.83,0.46801,0.46289,0.01106,0.00215,False
2024-01-01,P2,2218.75,1075.58,0.48477,0.48646,-0.00348,,False
2024-01-08,P2,2242.54,1109.98,0.49497,0.4832,0.02436,,False
2024-01-15,P2,2129.74,1021.53,0.47965,0.48344,-0.00784,,False
2024-01-22,P2,2209.92,1046.18,0.4734,0.48289,-0.01966,-0.00165,False
2024-01-29,P2,2262.27,1095.87,0.48441,0.48053,0.00807,0.00123,False
2024-02-05,P2,3038.47,1464.66,0.48204,0.47899,0.00637,-0.00326,False
2024-02-12,P2,2803.2,1354.42,0.48317,0.47892,0.00888,0.00091,False
2024-02-19,P2,2940.29,1387.59,0.47192,0.47773,-0.01215,0.00279,False
2024-02-26,P2,2807.04,1327.86,0.47305,0.47654,-0.00733,-0.00106,False
2024-03-04,P2,3053.51,1460.96,0.47845,0.47287,0.0118,0.0003,False
2024-03-11,P2,2848.17,1356.05,0.47611,0.4735,0.00553,-0.00054,False
2024-03-18,P2,2930.55,1362.19,0.46482,0.47255,-0.01636,-0.00159,False
2024-03-25,P2,3021.88,1435.53,0.47505,0.46974,0.01129,0.00306,False
2024-04-01,P2,2315.91,1084.62,0.46833,0.46613,0.00474,0.0013,False
2024-04-08,P2,2402.09,1115.53,0.4644,0.4638,0.0013,0.00024,False
2024-04-15,P2,2383.74,1091.81,0.45802,0.45906,-0.00225,0.00377,False
2024-04-22,P2,2445.88,1108.41,0.45317,0.4578,-0.01011,-0.00158,False
2024-04-29,P2,2408.21,1086.93,0.45134,0.45397,-0.00579,-0.00421,False
2024-05-06,P2,3005.16,1388.6,0.46207,0.44829,0.03073,0.00315,False
2024-05-13,P2,3029.33,1348.8,0.44525,0.44398,0.00285,0.00442,False
2024-05-20,P2,2699.55,1159.82,0.42963,0.44124,-0.0263,0.00037,False
2024-05-27,P2,2760.98,1191.65,0.4316,0.43394,-0.00537,0.00048,False
2024-06-03,P2,2792.52,1222.11,0.43764,0.43186,0.01339,-0.00386,False
2024-06-10,P2,2771.82,1179.56,0.42555,0.43059,-0.01169,-0.00749,False
2024-06-17,P2,2864.53,1245.64,0.43485,0.43042,0.01029,0.00165,False
2024-06-24,P2,2831.74,1198.68,0.4233,0.43064,-0.01703,-0.00126,False
2024-07-01,P2,2117.48,912.13,0.43076,0.43289,-0.00491,-0.00584,False
2024-07-08,P2,2063.8,905.42,0.43871,0.4335,0.01203,9e-05,False
2024-07-15,P2,2130.57,930.66,0.43681,0.43593,0.00202,-0.00197,False
2024-07-22,P2,2076.18,909.16,0.4379,0.43503,0.0066,0.00394,False
2024-07-29,P2,2013.73,876.91,0.43547,0.43596,-0.00113,0.00488,False
2024-08-05,P2,2830.08,1206.3,0.42624,0.43326,-0.01621,-0.00218,False
2024-08-12,P2,2847.56,1262.54,0.44338,0.43437,0.02073,0.0025,False
2024-08-19,P2,2728.78,1155.2,0.42334,0.43507,-0.02695,-0.00589,False
2024-08-26,P2,2740.93,1215.41,0.44343,0.43922,0.0096,-0.00321,False
2024-09-02,P2,2506.01,1099.99,0.43894,0.44164,-0.00611,-0.00068,False
2024-09-09,P2,2268.28,1013.9,0.44699,0.44787,-0.00197,-0.00636,False
2024-09-16,P2,2390.49,1088.84,0.45549,0.4472,0.01854,0.00501,False
2024-09-23,P2,2332.98,1060.37,0.45451,0.44983,0.01042,0.00522,False
2024-09-30,P2,2398.13,1055.31,0.44006,0.45281,-0.02816,-0.00029,False
2024-10-07,P2,2942.15,1330.09,0.45208,0.45512,-0.00669,-0.00147,False
2024-10-14,P2,2996.09,1383.91,0.46191,0.45743,0.00978,-0.00366,False
2024-10-21,P2,3134.78,1464.15,0.46707,0.46307,0.00862,-0.00411,False
2024-10-28,P2,3018.27,1406.66,0.46605,0.46865,-0.00555,0.00154,False
2024-11-04,P2,3026.92,1417.42,0.46827,0.47292,-0.00983,0.00076,False
2024-11-11,P2,3068.84,1472.89,0.47995,0.47479,0.01087,0.00103,False
2024-11-18,P2,3213.1,1552.77,0.48326,0.48108,0.00453,1e-05,False
2024-11-25,P2,3282.48,1563.78,0.4764,0.48276,-0.01318,-0.0019,False
2024-12-02,P2,2546.68,1267.03,0.49752,0.48455,0.02677,0.00725,False
2024-12-09,P2,2527.4,1204.76,0.47668,0.48252,-0.0121,0.00151,False
2024-12-16,P2,2466.4,1205.8,0.48889,0.4857,0.00657,0.00201,False
2024-12-23,P2,2363.54,1118.2,0.4731,0.48275,-0.01997,0.00031,False
2024-12-30,P2,2437.72,1200.12,0.49231,0.48477,0.01556,-0.00249,False
2025-01-06,P2,2726.74,1323.12,0.48524,0.48646,-0.00251,-9e-05,False
2025-01-13,P2,2732.88,1294.3,0.4736,0.4832,-0.01985,-0.0067,False
2025-01-20,P2,3017.87,1472.4,0.48789,0.48344,0.00921,0.0006,False
2025-01-27,P2,2853.18,1379.44,0.48347,0.48289,0.0012,-0.00299,False
2025-02-03,P2,2813.08,1340.2,0.47642,0.48053,-0.00857,-0.0045,False
2025-02-10,P2,2847.31,1324.94,0.46533,0.47899,-0.02852,-0.00667,False
2025-02-17,P2,2689.49,1310.53,0.48728,0.47892,0.01746,-0.00461,False
2025-02-24,P2,2928.44,1441.21,0.49214,0.47773,0.03018,0.00264,False
2025-03-03,P2,2318.83,1091.96,0.47091,0.47654,-0.01182,0.00183,False
2025-03-10,P2,2588.79,1216.48,0.4699,0.47287,-0.00628,0.00739,False
2025-03-17,P2,2561.19,1200.67,0.46879,0.4735,-0.00993,0.00054,False
2025-03-24,P2,2357.77,1084.35,0.4599,0.47255,-0.02677,-0.0137,False
2025-03-31,P2,2610.5,1201.32,0.46019,0.46974,-0.02034,-0.01583,False
2025-04-07,P2,2974.34,1370.03,0.46062,0.46613,-0.01182,-0.01721,False
2025-04-14,P2,2868.41,1320.74,0.46044,0.4638,-0.00723,-0.01654,False
2025-04-21,P2,2870.08,1322.68,0.46085,0.45906,0.00391,-0.00887,False
2025-04-28,P2,3074.3,1364.82,0.44394,0.4578,-0.03027,-0.01135,False
2025-05-05,P2,3156.81,1462.37,0.46324,0.45397,0.02042,-0.00329,False
2025-05-12,P2,2837.02,1260.35,0.44425,0.44829,-0.00902,-0.00374,False
2025-05-19,P2,2936.58,1313.82,0.4474,0.44398,0.0077,-0.00279,False
2025-05-26,P2,2943.56,1302.68,0.44255,0.44124,0.00298,0.00552,False
2025-06-02,P2,2353.55,1038.33,0.44118,0.43394,0.01669,0.00459,False
2025-06-09,P2,2459.63,1055.21,0.42901,0.43186,-0.00659,0.00519,False
2025-06-16,P2,2378.76,1043.63,0.43873,0.43059,0.0189,0.00799,False
2025-06-23,P2,2379.46,1046.28,0.43971,0.43042,0.02159,0.01265,False
2025-06-30,P2,2256.86,985.64,0.43673,0.43064,0.01415,0.01201,False
2025-07-07,P2,2680.25,1111.28,0.41462,0.43289,-0.04221,0.00311,False
2025-07-14,P2,2667.72,1169.66,0.43845,0.4335,0.01142,0.00124,False
2025-07-21,P2,2714.2,1166.35,0.42972,0.43593,-0.01424,-0.00772,False
2025-07-28,P2,2515.29,1096.7,0.43601,0.43503,0.00227,-0.01069,False
2025-08-04,P2,2956.69,1254.51,0.4243,0.43596,-0.02675,-0.00683,False
2025-08-11,P2,3153.38,1342.45,0.42572,0.43326,-0.01742,-0.01404,False
2025-08-18,P2,3126.35,1311.02,0.41935,0.43437,-0.03459,-0.01912,False
2025-08-25,P2,3216.96,1420.43,0.44154,0.43507,0.01489,-0.01597,False
2025-09-01,P2,2564.34,1121.19,0.43722,0.43922,-0.00453,-0.01041,False
2025-09-08,P2,2585.58,1171.39,0.45305,0.44164,0.02583,0.0004,False
2025-09-15,P2,2608.31,1171.5,0.44914,0.44787,0.00283,0.00976,False
2025-09-22,P2,2604.43,1205.47,0.46285,0.4472,0.03501,0.01479,False
2025-09-29,P2,2475.82,1119.77,0.45228,0.44983,0.00546,0.01728,False
2025-10-06,P2,3596.97,1648.75,0.45837,0.45281,0.01229,0.0139,False
2025-10-13,P2,3201.4,1444.51,0.45121,0.45512,-0.0086,0.01104,False
2025-10-20,P2,3138.55,1411.44,0.44971,0.45743,-0.01688,-0.00193,False
2025-10-27,P2,3438.19,1549.58,0.4507,0.46307,-0.02673,-0.00998,False
2025-11-03,P2,3366.46,1599.19,0.47504,0.46865,0.01363,-0.00964,False
2025-11-10,P2,3141.44,1469.41,0.46775,0.47292,-0.01093,-0.01023,False
2025-11-17,P2,3250.63,1557.07,0.47901,0.47479,0.00889,-0.00379,False
2025-11-24,P2,3295.47,1568.81,0.47605,0.48108,-0.01046,0.00028,False
2025-12-01,P2,2429.12,1140.44,0.46949,0.48276,-0.0275,-0.01,False
2025-12-08,P2,2418.8,1167.71,0.48276,0.48455,-0.00369,-0.00819,False
2025-12-15,P2,2449.22,1163.76,0.47516,0.48252,-0.01526,-0.01423,False
2025-12-22,P2,2420.34,1189.74,0.49156,0.4857,0.01206,-0.0086,False
2025-12-29,P2,2366.52,1140.91,0.4821,0.48275,-0.00133,-0.00206,False
2024-01-01,P3,1871.73,885.53,0.47311,0.47593,-0.00594,,False
2024-01-08,P3,1973.94,950.45,0.4815,0.47533,0.01298,,False
2024-01-15,P3,1941.72,918.81,0.47319,0.47509,-0.00398,,False
2024-01-22,P3,1803.16,853.84,0.47352,0.47385,-0.00069,0.00059,False
2024-01-29,P3,1923.52,911.96,0.47411,0.47276,0.00285,0.00279,False
2024-02-05,P3,2438.72,1138.69,0.46692,0.47036,-0.00732,-0.00228,False
2024-02-12,P3,2302.12,1095.93,0.47605,0.4696,0.01373,0.00214,False
2024-02-19,P3,2158.93,995.72,0.46121,0.46932,-0.01728,-0.002,False
2024-02-26,P3,2222.42,1043.94,0.46973,0.4681,0.00349,-0.00184,False
2024-03-04,P3,2507.75,1185.35,0.47267,0.46664,0.01294,0.00322,False
2024-03-11,P3,2660.53,1226.0,0.46081,0.4668,-0.01282,-0.00342,False
2024-03-18,P3,2579.17,1209.02,0.46876,0.46341,0.01155,0.00379,False
2024-03-25,P3,2525.95,1166.99,0.462,0.46187,0.00028,0.00299,False
2024-04-01,P3,2118.91,959.44,0.4528,0.45627,-0.00761,-0.00215,False
2024-04-08,P3,2057.15,956.53,0.46498,0.45354,0.02523,0.00736,False
2024-04-15,P3,2044.48,884.89,0.43282,0.45073,-0.03974,-0.00546,False
2024-04-22,P3,1951.99,888.32,0.45508,0.44788,0.01609,-0.00151,False
2024-04-29,P3,1943.03,870.41,0.44797,0.44168,0.01423,0.00395,False
2024-05-06,P3,2454.61,1076.46,0.43855,0.44422,-0.01278,-0.00555,False
2024-05-13,P3,2607.39,1131.55,0.43398,0.43901,-0.01147,0.00152,False
2024-05-20,P3,2518.46,1122.1,0.44555,0.43498,0.0243,0.00357,False
2024-05-27,P3,2473.17,1061.06,0.42903,0.43124,-0.00513,-0.00127,False
2024-06-03,P3,2301.47,984.56,0.4278,0.43011,-0.00537,0.00058,False
2024-06-10,P3,2422.19,1016.98,0.41986,0.42831,-0.01973,-0.00148,False
2024-06-17,P3,2388.53,1023.02,0.42831,0.42666,0.00385,-0.0066,False
2024-06-24,P3,2336.65,1020.08,0.43656,0.42778,0.02051,-0.00019,False
2024-07-01,P3,1680.01,706.95,0.4208,0.42529,-0.01055,-0.00148,False
2024-07-08,P3,1696.78,735.36,0.43339,0.42587,0.01765,0.00787,False
2024-07-15,P3,1620.31,660.1,0.40739,0.42354,-0.03814,-0.00263,False
2024-07-22,P3,1620.77,698.89,0.43121,0.42316,0.01903,-0.003,False
2024-07-29,P3,1624.47,690.29,0.42493,0.42044,0.01068,0.00231,False
2024-08-05,P3,2254.47,944.33,0.41887,0.4243,-0.01279,-0.00531,False
2024-08-12,P3,2328.56,977.54,0.4198,0.42171,-0.00451,0.0031,False
2024-08-19,P3,2360.47,1007.16,0.42668,0.42233,0.01028,0.00091,False
2024-08-26,P3,2149.78,899.16,0.41826,0.42324,-0.01178,-0.0047,False
2024-09-02,P3,1982.0,848.42,0.42806,0.42917,-0.00258,-0.00215,False
2024-09-09,P3,1942.75,822.57,0.4234,0.4305,-0.01648,-0.00514,False
2024-09-16,P3,2088.7,938.77,0.44945,0.43644,0.02981,-0.00026,False
2024-09-23,P3,1979.1,857.58,0.43332,0.44054,-0.01638,-0.00141,False
2024-09-30,P3,1968.09,881.65,0.44797,0.44475,0.00725,0.00105,False
2024-10-07,P3,2602.2,1167.16,0.44853,0.44515,0.00758,0.00706,False
2024-10-14,P3,2788.78,1239.53,0.44447,0.45034,-0.01303,-0.00364,False
2024-10-21,P3,2664.49,1202.97,0.45148,0.45299,-0.00334,-0.00038,False
2024-10-28,P3,2521.79,1158.08,0.45923,0.45612,0.00681,-0.00049,False
2024-11-04,P3,2892.79,1334.34,0.46126,0.45875,0.00548,-0.00102,False
2024-11-11,P3,2630.28,1220.88,0.46416,0.46452,-0.00076,0.00205,False
2024-11-18,P3,2762.85,1264.28,0.4576,0.46634,-0.01874,-0.0018,False
2024-11-25,P3,2707.7,1300.58,0.48033,0.46798,0.02637,0.00309,False
2024-12-02,P3,1996.26,934.92,0.46834,0.4669,0.00308,0.00249,False
2024-12-09,P3,2074.06,973.76,0.46949,0.47116,-0.00354,0.00179,False
2024-12-16,P3,2066.56,948.01,0.45874,0.46804,-0.01987,0.00151,False
2024-12-23,P3,2009.66,962.46,0.47892,0.46796,0.02341,0.00077,False
2024-12-30,P3,2037.46,946.81,0.4647,0.46745,-0.00588,-0.00147,False
2025-01-06,P3,2308.9,1108.68,0.48018,0.47593,0.00892,0.00164,False
2025-01-13,P3,2546.92,1218.33,0.47835,0.47533,0.00636,0.0082,False
2025-01-20,P3,2425.95,1136.63,0.46853,0.47509,-0.0138,-0.0011,False
2025-01-27,P3,2579.93,1267.74,0.49139,0.47385,0.03701,0.00962,False
2025-02-03,P3,2512.95,1182.54,0.47058,0.47276,-0.00462,0.00624,False
2025-02-10,P3,2580.91,1249.08,0.48397,0.47036,0.02892,0.01188,False
2025-02-17,P3,2360.54,1128.6,0.47811,0.4696,0.01811,0.01986,False
2025-02-24,P3,2466.33,1193.26,0.48382,0.46932,0.0309,0.01833,False
2025-03-03,P3,2271.55,1074.6,0.47307,0.4681,0.01062,0.02214,False
2025-03-10,P3,2100.61,974.94,0.46412,0.46664,-0.00539,0.01356,False
2025-03-17,P3,2169.25,1002.13,0.46197,0.4668,-0.01034,0.00645,False
2025-03-24,P3,2144.95,1003.28,0.46774,0.46341,0.00935,0.00106,False
2025-03-31,P3,2157.85,1018.39,0.47195,0.46187,0.02182,0.00386,False
2025-04-07,P3,2546.4,1152.75,0.4527,0.45627,-0.00783,0.00325,False
2025-04-14,P3,2411.35,1131.65,0.4693,0.45354,0.03476,0.01452,False
2025-04-21,P3,2517.15,1207.84,0.47984,0.45073,0.0646,0.02833,False
2025-04-28,P3,2754.26,1318.43,0.47869,0.44788,0.06879,0.04008,False
2025-05-05,P3,2697.29,1307.03,0.48457,0.44168,0.09711,0.06631,True
2025-05-12,P3,2678.15,1353.99,0.50557,0.44422,0.13809,0.09215,True
2025-05-19,P3,2866.96,1488.81,0.5193,0.43901,0.18288,0.12172,True
2025-05-26,P3,2538.22,1260.71,0.49669,0.43498,0.14187,0.13999,True
2025-06-02,P3,2151.57,1136.23,0.52809,0.43124,0.22459,0.17186,True
2025-06-09,P3,1991.85,993.7,0.49888,0.43011,0.1599,0.17731,True
2025-06-16,P3,2076.68,1026.35,0.49423,0.42831,0.1539,0.17006,True
2025-06-23,P3,2181.04,1054.73,0.48359,0.42666,0.13342,0.16795,True
2025-06-30,P3,2119.33,1039.85,0.49065,0.42778,0.14696,0.14855,True
2025-07-07,P3,2237.96,1094.55,0.48908,0.42529,0.15001,0.14607,True
2025-07-14,P3,2223.12,1106.28,0.49762,0.42587,0.16849,0.14972,True
2025-07-21,P3,2064.24,1016.03,0.49221,0.42354,0.16211,0.15689,True
2025-07-28,P3,2254.65,1110.96,0.49274,0.42316,0.16444,0.16126,True
2025-08-04,P3,2514.13,1274.89,0.50709,0.42044,0.20609,0.17528,True
2025-08-11,P3,2553.4,1279.2,0.50098,0.4243,0.18072,0.17834,True
2025-08-18,P3,2629.11,1299.22,0.49417,0.42171,0.17182,0.18077,True
2025-08-25,P3,2459.88,1245.19,0.5062,0.42233,0.19858,0.1893,True
2025-09-01,P3,1997.13,978.48,0.48994,0.42324,0.1576,0.17718,True
2025-09-08,P3,2222.74,1103.75,0.49657,0.42917,0.15705,0.17126,True
2025-09-15,P3,2082.57,1069.87,0.51373,0.4305,0.19333,0.17664,True
2025-09-22,P3,2167.82,1096.68,0.50589,0.43644,0.15912,0.16677,True
2025-09-29,P3,2150.05,1104.87,0.51388,0.44054,0.16649,0.169,True
2025-10-06,P3,2798.99,1441.04,0.51484,0.44475,0.15761,0.16914,True
2025-10-13,P3,2788.58,1476.18,0.52937,0.44515,0.18917,0.1681,True
2025-10-20,P3,3091.87,1595.36,0.51599,0.45034,0.14578,0.16476,True
2025-10-27,P3,2871.01,1477.69,0.51469,0.45299,0.1362,0.15719,True
2025-11-03,P3,2730.65,1432.33,0.52454,0.45612,0.15,0.15529,True
2025-11-10,P3,2663.49,1418.56,0.53259,0.45875,0.16097,0.14824,True
2025-11-17,P3,2681.43,1473.85,0.54965,0.46452,0.18327,0.15761,True
2025-11-24,P3,2870.42,1537.59,0.53567,0.46634,0.14867,0.16073,True
2025-12-01,P3,2206.29,1249.83,0.56648,0.46798,0.21048,0.17585,True
2025-12-08,P3,2049.34,1114.27,0.54372,0.4669,0.16454,0.17674,True
2025-12-15,P3,2013.97,1130.67,0.56141,0.47116,0.19155,0.17881,True
2025-12-22,P3,2109.42,1164.22,0.55191,0.46804,0.17921,0.18644,True
2025-12-29,P3,2215.66,1218.27,0.54985,0.46796,0.17498,0.17757,True
2024-01-01,P4,943.74,467.75,0.49563,0.49034,0.0108,,False
2024-01-08,P4,946.64,453.75,0.47933,0.49245,-0.02665,,False
2024-01-15,P4,965.33,478.86,0.49606,0.49435,0.00346,,False
2024-01-22,P4,976.23,486.93,0.49879,0.49319,0.01134,-0.00026,False
2024-01-29,P4,953.39,478.54,0.50194,0.4962,0.01156,-7e-05,False
2024-02-05,P4,1137.5,557.21,0.48985,0.49846,-0.01725,0.00228,False
2024-02-12,P4,1179.13,582.91,0.49436,0.49753,-0.00638,-0.00018,False
2024-02-19,P4,1174.55,595.9,0.50734,0.49437,0.02625,0.00354,False
2024-02-26,P4,1147.36,566.99,0.49417,0.49354,0.00128,0.00097,False
2024-03-04,P4,1226.49,596.2,0.4861,0.49254,-0.01307,0.00202,False
2024-03-11,P4,1245.88,605.14,0.48571,0.48941,-0.00755,0.00173,False
2024-03-18,P4,1297.12,634.78,0.48938,0.48522,0.00857,-0.00269,False
